Geneid	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	min TPM	max TPM	high expr
gene-SYNPCC7002_RS00270	247.92982076092073	185.75644754034766	166.33696670038896	144.7182903880269	685.5794563234646	631.2040403247394	613.1776643941012	656.902764571586	636.4981948605653	617.42825449884	566.6661848965846	657.0378699876504	501.28847884665225	487.805520699503	440.703053765117	503.3857237685722	144.7182903880269	685.5794563234646	TRUE
gene-SYNPCC7002_RS00275	9.17423482722443	6.789099896068175	8.90117851032127	9.965791192955574	6.283059938854472	9.016208155374915	7.816765608055961	8.519655139362817	5.508802709204392	8.849416204954245	8.407354136282198	7.947900423697497	10.842696584580233	12.166881139305124	13.688447304857185	11.63489471734214	5.508802709204392	13.688447304857185	FALSE
gene-SYNPCC7002_RS00280	48.32521508480392	47.03183591266004	64.0292404173451	45.82322560864833	34.600334816337444	32.96904904785933	28.989159067629053	43.92336491667877	33.22211874450359	29.92728080250956	30.865774624237194	30.293974180344772	40.86077248611129	45.82498007032153	45.88423407801617	43.28997812930702	28.989159067629053	64.0292404173451	FALSE
gene-SYNPCC7002_RS00285	77.73525759853558	79.82769138509019	92.48375047101699	77.04915563680972	53.705737084488995	41.18885282954633	50.25016554021481	67.99674761139693	47.42372411224788	44.06693219488467	52.91914692822116	49.03070965604933	70.34991489354066	67.9002044268356	65.8240493810553	65.1406202967126	41.18885282954633	92.48375047101699	TRUE
gene-SYNPCC7002_RS00290	746.5773868232691	820.8151090534919	957.400645594576	893.3733857013095	250.20555159361922	281.5514866190668	248.9907724088347	345.6556084696584	228.32175123497862	261.1100317418366	244.61797384808506	242.2117057008837	388.15164001900933	406.0861068121149	393.1466917249214	364.97941655749247	228.32175123497862	957.400645594576	TRUE
gene-SYNPCC7002_RS00295	147.95325951721279	148.85828925689768	154.50878072702838	145.7898991046287	159.75701693188267	177.88239304057888	168.3921516278849	165.63942020795605	174.61454903254446	167.73120264754533	169.24733085623396	167.35560194318717	194.42596342153186	197.8754904796783	198.26520897908225	196.09666013354297	145.7898991046287	198.26520897908225	TRUE
gene-SYNPCC7002_RS00300	239.5759147840582	223.32536278527607	270.46288703471635	250.75224900072712	231.07006207780134	291.2415722429426	286.594245569072	229.18986565497767	251.2635328935835	270.2683949125312	243.70542051136843	243.5775611841594	292.743755439579	295.5343634481699	289.580499514591	272.07905494096536	223.32536278527607	295.5343634481699	TRUE
gene-SYNPCC7002_RS00305	20.55298887179326	8.943235351813113	8.660852774738432	7.558470203488383	88.25592648804911	80.28315686686524	71.22554672390774	84.86318142921066	76.74446686802878	63.698687170655624	70.44271371145513	67.8319592234066	60.981036537649416	57.69502134756684	53.307999045804365	55.20162231765616	7.558470203488383	88.25592648804911	FALSE
gene-SYNPCC7002_RS00310	40.83236607923079	36.580316820957805	41.411552938785384	41.059814699158245	30.246041473508505	35.1100908343461	36.9863658641294	37.94021424693887	38.097719788918795	36.683990675322846	31.887178277261473	36.10907471544467	55.38048094815712	51.842401695717285	55.18381649917789	49.185367074865866	30.246041473508505	55.38048094815712	FALSE
gene-SYNPCC7002_RS00315	81.67905463798223	75.20975318568185	92.7634113751867	75.32445530632062	67.51314137034896	69.05915444474832	73.02204384149485	91.97627696227605	66.82309633635207	67.41907675048975	67.72630787114582	77.2160277816825	101.10167409850155	109.7702138757945	97.35177925919008	119.38963060964959	66.82309633635207	119.38963060964959	TRUE
gene-SYNPCC7002_RS00320	40.14300553770529	34.36057731614444	32.27980738312947	30.32637957518504	38.6715812662987	44.18823783895934	43.93577848283818	49.46005588609335	35.80779690450326	44.27183463653335	37.788442025011186	38.24248407988063	52.665440646151765	52.03813974055185	50.43581699743606	52.33368118284746	30.32637957518504	52.665440646151765	FALSE
gene-SYNPCC7002_RS00325	59.12723065017838	43.09969734077066	52.08387942543038	47.22916868700595	32.408093013210525	29.054040330798617	32.23597328975512	37.32862816787631	26.0990840502285	23.484505827632063	27.316481786327532	27.975772706334322	27.496990074677836	25.6453466463436	24.46978960918772	26.415997949920687	23.484505827632063	59.12723065017838	FALSE
gene-SYNPCC7002_RS00330	52.741387443712306	51.8093898959448	51.2531762619702	37.036503997093085	59.30137520440305	51.04680458443999	56.00637645349018	70.79854596423938	55.46579792798471	52.11488131455408	57.61611263190942	52.92432483461796	76.91439526797419	72.11296014421575	60.45922607926836	67.91391287353072	37.036503997093085	76.91439526797419	FALSE
gene-SYNPCC7002_RS00335	38.281126694457036	32.624685077080656	36.22306349183055	28.700794876453536	51.894720258672294	46.272944270554696	57.179328326782894	65.61470252295344	48.98658589211082	54.67555747977392	48.86682417645768	48.028509615909975	53.23973915954693	47.34958534454386	51.3743811945798	53.71986709204555	28.700794876453536	65.61470252295344	FALSE
gene-SYNPCC7002_RS00340	63.55497983880273	66.78857845374878	70.14735564667956	55.113845233769474	78.86201916110146	67.07599442979556	84.63185775194071	86.28250743603992	93.9214619796262	78.13613108202935	78.70026979068788	77.83625157897833	91.74399860089139	88.43703818681185	77.19125469585602	87.57394625524898	55.113845233769474	93.9214619796262	TRUE
gene-SYNPCC7002_RS00345	7.026125978384262	4.490678279810677	4.6078758319531055	4.33017218818772	24.52636506273906	19.42802140453797	21.8417489199382	23.355320602404767	20.583486714601268	18.64617583265296	20.469640816073685	21.59984587788874	15.103677905882952	16.64190230453389	18.132899931181537	14.28526411955433	4.33017218818772	24.52636506273906	FALSE
gene-SYNPCC7002_RS00350	21.632020787562407	13.893954921566804	14.046126615441176	10.542076862760114	55.79336979537554	55.88615513347156	58.82434747197861	69.64906042793191	53.64951455237781	51.97202253902077	43.60290969037932	56.26550421995887	55.76402770838283	48.10784566909634	46.808477909347225	60.72178454942178	10.542076862760114	69.64906042793191	FALSE
gene-SYNPCC7002_RS00355	65.88550432696394	54.91586023989944	40.800958547528865	36.205556792030094	174.69890343722656	166.40006310468507	157.20515535216262	181.67841520845187	159.75806642254943	168.8374607117745	158.4924837449682	159.27123152694233	144.50519926147726	134.8107702466404	122.31438277017224	155.58448196664887	36.205556792030094	181.67841520845187	TRUE
gene-SYNPCC7002_RS00360	22.24980539492968	20.91087878287311	20.091164285585087	11.996874218327491	53.550636156596404	42.2637261414482	48.309939942968285	55.002424761493984	49.28338751764204	51.07965353650335	53.159456801433116	46.89274266523323	55.58069096399516	49.73253651042648	48.50581391767314	51.3893625365303	11.996874218327491	55.58069096399516	FALSE
gene-SYNPCC7002_RS00365	37.52504301578055	28.523257791714588	33.558516113936875	26.739104268254607	63.66130898107487	60.13398962993768	59.9441188622617	62.73036401113759	60.992765253466175	67.34618697951561	57.8226219961815	63.66084076309632	57.53170238458356	49.51424829888242	54.178277894499026	56.602515270000374	26.739104268254607	67.34618697951561	FALSE
gene-SYNPCC7002_RS00370	131.85719939612392	114.2337503957521	77.81396735797253	78.71945040814033	386.8526623770873	387.98249214264575	395.6909759320726	436.3766749877426	336.22784604895566	382.5511403378528	364.62693694772906	349.21582590871805	288.09858672735993	283.1892077069694	274.3144070032629	294.4608880982519	77.81396735797253	436.3766749877426	TRUE
gene-SYNPCC7002_RS16605	0.6029884235180525	0	0	0.19451945376624521	1.0324055571797193	0.5548565715699999	0.42429073070825896	0.7729098904392946	0	0.542863347026605	1.2893631343457992	1.081559771824618	1.1337617227000913	1.009043285600034	1.6327723092395008	1.2702103405273828	0	1.6327723092395008	FALSE
gene-SYNPCC7002_RS00375	114.62261759784066	93.22080738244087	89.61408592183464	85.47656360800974	186.03948140378537	175.50281497114116	163.56621957051217	222.0769198082661	161.86720592135322	166.67549794162312	153.6239893792183	170.21456590821674	309.9017421545262	287.19512303025203	272.8850239948459	324.339870688805	85.47656360800974	324.339870688805	TRUE
gene-SYNPCC7002_RS00380	27.876007194955086	28.53358046176407	26.865832314279885	23.56506105814505	53.09558734446235	55.683496788294256	58.55478430748682	65.87055401495262	47.44278194053211	47.307831488341094	50.218907636672064	47.73799791370529	96.28989202568668	97.64599920587496	90.59711922162808	98.08607307530092	23.56506105814505	98.08607307530092	TRUE
gene-SYNPCC7002_RS00385	585.2426437287339	576.2999310743669	658.6823350767474	605.2695446685004	199.78415779756355	193.0455201134628	200.6878116461683	167.01372150637047	198.13874348052144	160.77911803142177	186.6713759184703	196.41820434501693	359.656538000052	357.95506627960714	348.94676780318474	358.5053908095718	160.77911803142177	658.6823350767474	TRUE
gene-SYNPCC7002_RS16340	300.1840146906413	284.0765344518826	325.80461219133554	303.73852484388505	110.59230294490108	103.25355624031027	106.14601687743406	95.22059008263851	100.92760129266038	76.10810084980403	93.24346730284859	98.96939541684034	201.59123253105918	196.80911754855637	196.7965778014594	204.2059142512046	76.10810084980403	325.80461219133554	TRUE
gene-SYNPCC7002_RS00390	412.97594839837393	344.4177522219412	395.4379676212008	331.9040550508726	388.2797884740832	379.52758579051135	366.41747503965246	515.976806475186	375.23811830560084	422.8153816395217	364.77358264951346	346.4208216852409	627.3225709115895	630.4657685857565	527.9344980015314	597.6437360669067	331.9040550508726	630.4657685857565	TRUE
gene-SYNPCC7002_RS00395	116.76489621848998	103.0270992109735	171.7400776177327	142.3077493484365	76.37665111632307	84.24253395250723	88.04764197938974	76.57138328386529	67.60155738407288	71.76091864918934	76.01526104359866	67.41722577706784	61.27786635034907	56.291857317928326	52.91630060338263	55.5972526060721	52.91630060338263	171.7400776177327	TRUE
gene-SYNPCC7002_RS17030	3.0811662797107413	2.619213436369159	1.9633576877074894	1.4527117587629406	2.597126580835917	2.5444289794539494	1.7233234303140845	2.8101752663948916	1.835150278849653	1.386968782576644	2.606408714185398	3.8260958402119427	5.615069618551665	2.578018105405866	1.4669333381111285	2.5795793813407726	1.386968782576644	5.615069618551665	FALSE
gene-SYNPCC7002_RS17035	9.375390254368837	7.723703258384053	6.834714077797399	4.372668712761874	14.040715577644178	7.691565476970356	8.663479052368087	13.465240074760603	9.83928713556787	10.220187640715755	8.591694840906365	13.068102367004888	10.576778781684817	9.073050369692865	7.602897269941666	10.945503981183615	4.372668712761874	14.040715577644178	FALSE
