Geneid	CO2	avg.z	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	string
K02094_upstream.fna.motif.h1_2.h1_4;High-covariation	8	1.0678314810446408	NC_010475.1	2013215	2013311	-	CRS	K02094_upstream.fna.motif.h1_2.h1_4;High-covariation	NA	NA	NA	NA
K02094_upstream.fna.motif.h1_2.h1_4;High-covariation	30	-0.9059910289400537	NC_010475.1	2013215	2013311	-	CRS	K02094_upstream.fna.motif.h1_2.h1_4;High-covariation	NA	NA	NA	NA
K02110_downstream.fna.motif.h1_5;High-covariation	0.04	-1.1924843486745567	NC_010475.1	768074	768129	-	CRS	K02110_downstream.fna.motif.h1_5;High-covariation	NA	NA	NA	NA
K02110_downstream.fna.motif.h1_5;High-covariation	4	0.5377234960611077	NC_010475.1	768074	768129	-	CRS	K02110_downstream.fna.motif.h1_5;High-covariation	NA	NA	NA	NA
K02110_downstream.fna.motif.h1_5;High-covariation	8	0.5266949992560133	NC_010475.1	768074	768129	-	CRS	K02110_downstream.fna.motif.h1_5;High-covariation	NA	NA	NA	NA
K02110_downstream.fna.motif.h1_5;High-covariation	30	0.1280658533574345	NC_010475.1	768074	768129	-	CRS	K02110_downstream.fna.motif.h1_5;High-covariation	NA	NA	NA	NA
K03320_upstream.fna.motif.h1_3;High-covariation	0.04	0.9682458365518544	NC_010475.1	2297938	2297970	+	CRS	K03320_upstream.fna.motif.h1_3;High-covariation	NA	NA	NA	NA
K03320_upstream.fna.motif.h1_3;High-covariation	4	0.9682458365518544	NC_010475.1	2297938	2297970	+	CRS	K03320_upstream.fna.motif.h1_3;High-covariation	NA	NA	NA	NA
K03320_upstream.fna.motif.h1_3;High-covariation	8	0.9682458365518544	NC_010475.1	2297938	2297970	+	CRS	K03320_upstream.fna.motif.h1_3;High-covariation	NA	NA	NA	NA
K03320_upstream.fna.motif.h1_3;High-covariation	30	0.9682458365518544	NC_010475.1	2297938	2297970	+	CRS	K03320_upstream.fna.motif.h1_3;High-covariation	NA	NA	NA	NA
K03325_upstream.fna.motif.h2_1;High-power	0.04	0.9682458365518544	NC_010475.1	619743	619799	-	CRS	K03325_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K03325_upstream.fna.motif.h2_1;High-power	4	0.9682458365518544	NC_010475.1	619743	619799	-	CRS	K03325_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K03325_upstream.fna.motif.h2_1;High-power	8	0.9682458365518544	NC_010475.1	619743	619799	-	CRS	K03325_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K03325_upstream.fna.motif.h2_1;High-power	30	0.9682458365518544	NC_010475.1	619743	619799	-	CRS	K03325_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K03665_upstream.fna.motif.h1_2.h2_1;High-power	0.04	-0.45245385169955976	NC_010475.1	974488	974541	+	CRS	K03665_upstream.fna.motif.h1_2.h2_1;High-power	NA	NA	NA	NA
K03665_upstream.fna.motif.h1_2.h2_1;High-power	4	0.0378009289738174	NC_010475.1	974488	974541	+	CRS	K03665_upstream.fna.motif.h1_2.h2_1;High-power	NA	NA	NA	NA
K03665_upstream.fna.motif.h1_2.h2_1;High-power	8	0.3323156907691323	NC_010475.1	974488	974541	+	CRS	K03665_upstream.fna.motif.h1_2.h2_1;High-power	NA	NA	NA	NA
K03665_upstream.fna.motif.h1_2.h2_1;High-power	30	0.08233723195661635	NC_010475.1	974488	974541	+	CRS	K03665_upstream.fna.motif.h1_2.h2_1;High-power	NA	NA	NA	NA
K04485_upstream.fna.motif.h1_3;High-power	0.04	0.9682458365518544	NC_010475.1	1008015	1008057	-	CRS	K04485_upstream.fna.motif.h1_3;High-power	NA	NA	NA	NA
K04485_upstream.fna.motif.h1_3;High-power	4	0.9682458365518544	NC_010475.1	1008015	1008057	-	CRS	K04485_upstream.fna.motif.h1_3;High-power	NA	NA	NA	NA
K04485_upstream.fna.motif.h1_3;High-power	8	0.9682458365518544	NC_010475.1	1008015	1008057	-	CRS	K04485_upstream.fna.motif.h1_3;High-power	NA	NA	NA	NA
K04485_upstream.fna.motif.h1_3;High-power	30	0.9682458365518544	NC_010475.1	1008015	1008057	-	CRS	K04485_upstream.fna.motif.h1_3;High-power	NA	NA	NA	NA
K04485_upstream.fna.motif.h2_3;High-power	0.04	0.750000000000003	NC_010475.1	1008001	1008057	-	CRS	K04485_upstream.fna.motif.h2_3;High-power	NA	NA	NA	NA
K04485_upstream.fna.motif.h2_3;High-power	4	-0.24999999999999692	NC_010475.1	1008001	1008057	-	CRS	K04485_upstream.fna.motif.h2_3;High-power	NA	NA	NA	NA
K04485_upstream.fna.motif.h2_3;High-power	8	-0.24999999999999692	NC_010475.1	1008001	1008057	-	CRS	K04485_upstream.fna.motif.h2_3;High-power	NA	NA	NA	NA
K04485_upstream.fna.motif.h2_3;High-power	30	-0.24999999999999692	NC_010475.1	1008001	1008057	-	CRS	K04485_upstream.fna.motif.h2_3;High-power	NA	NA	NA	NA
K07086_upstream.fna.motif.h1_1;Conserved-sequence	0.04	0.7500000000000033	NC_010475.1	502385	502418	-	CRS	K07086_upstream.fna.motif.h1_1;Conserved-sequence	NA	NA	NA	NA
K07086_upstream.fna.motif.h1_1;Conserved-sequence	4	-0.24999999999999684	NC_010475.1	502385	502418	-	CRS	K07086_upstream.fna.motif.h1_1;Conserved-sequence	NA	NA	NA	NA
K07086_upstream.fna.motif.h1_1;Conserved-sequence	8	-0.24999999999999684	NC_010475.1	502385	502418	-	CRS	K07086_upstream.fna.motif.h1_1;Conserved-sequence	NA	NA	NA	NA
K07086_upstream.fna.motif.h1_1;Conserved-sequence	30	-0.24999999999999684	NC_010475.1	502385	502418	-	CRS	K07086_upstream.fna.motif.h1_1;Conserved-sequence	NA	NA	NA	NA
K07086_upstream.fna.motif.h2_3;High-power	0.04	1.5889223203477632	NC_010475.1	502378	502432	-	CRS	K07086_upstream.fna.motif.h2_3;High-power	NA	NA	NA	NA
K07086_upstream.fna.motif.h2_3;High-power	4	-0.5296407734492528	NC_010475.1	502378	502432	-	CRS	K07086_upstream.fna.motif.h2_3;High-power	NA	NA	NA	NA
K07086_upstream.fna.motif.h2_3;High-power	8	-0.5296407734492528	NC_010475.1	502378	502432	-	CRS	K07086_upstream.fna.motif.h2_3;High-power	NA	NA	NA	NA
K07086_upstream.fna.motif.h2_3;High-power	30	-0.5296407734492528	NC_010475.1	502378	502432	-	CRS	K07086_upstream.fna.motif.h2_3;High-power	NA	NA	NA	NA
K09121_upstream.fna.motif.h1_4;High-power	0.04	0.9682458365518544	NC_010475.1	1795155	1795196	+	CRS	K09121_upstream.fna.motif.h1_4;High-power	NA	NA	NA	NA
K09121_upstream.fna.motif.h1_4;High-power	4	0.9682458365518544	NC_010475.1	1795155	1795196	+	CRS	K09121_upstream.fna.motif.h1_4;High-power	NA	NA	NA	NA
K09121_upstream.fna.motif.h1_4;High-power	8	0.9682458365518544	NC_010475.1	1795155	1795196	+	CRS	K09121_upstream.fna.motif.h1_4;High-power	NA	NA	NA	NA
K09121_upstream.fna.motif.h1_4;High-power	30	0.9682458365518544	NC_010475.1	1795155	1795196	+	CRS	K09121_upstream.fna.motif.h1_4;High-power	NA	NA	NA	NA
K09942_upstream.fna.motif.h2_1;High-power	0.04	0.9682458365518544	NC_010475.1	175136	175182	-	CRS	K09942_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K09942_upstream.fna.motif.h2_1;High-power	4	0.9682458365518544	NC_010475.1	175136	175182	-	CRS	K09942_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K09942_upstream.fna.motif.h2_1;High-power	8	0.9682458365518544	NC_010475.1	175136	175182	-	CRS	K09942_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K09942_upstream.fna.motif.h2_1;High-power	30	0.9682458365518544	NC_010475.1	175136	175182	-	CRS	K09942_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K10716_upstream.fna.motif.h1_4;Conserved-sequence	0.04	0.9682458365518544	NC_010475.1	339848	339892	-	CRS	K10716_upstream.fna.motif.h1_4;Conserved-sequence	NA	NA	NA	NA
K10716_upstream.fna.motif.h1_4;Conserved-sequence	4	0.9682458365518544	NC_010475.1	339848	339892	-	CRS	K10716_upstream.fna.motif.h1_4;Conserved-sequence	NA	NA	NA	NA
K10716_upstream.fna.motif.h1_4;Conserved-sequence	8	0.9682458365518544	NC_010475.1	339848	339892	-	CRS	K10716_upstream.fna.motif.h1_4;Conserved-sequence	NA	NA	NA	NA
K10716_upstream.fna.motif.h1_4;Conserved-sequence	30	0.9682458365518544	NC_010475.1	339848	339892	-	CRS	K10716_upstream.fna.motif.h1_4;Conserved-sequence	NA	NA	NA	NA
K21703_upstream.fna.motif.h2_1;High-power	0.04	0.9682458365518544	NC_010475.1	1241338	1241383	+	CRS	K21703_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K21703_upstream.fna.motif.h2_1;High-power	4	0.9682458365518544	NC_010475.1	1241338	1241383	+	CRS	K21703_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K21703_upstream.fna.motif.h2_1;High-power	8	0.9682458365518544	NC_010475.1	1241338	1241383	+	CRS	K21703_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K21703_upstream.fna.motif.h2_1;High-power	30	0.9682458365518544	NC_010475.1	1241338	1241383	+	CRS	K21703_upstream.fna.motif.h2_1;High-power	NA	NA	NA	NA
K21903_upstream.fna.motif.h2_1;High-covariation	0.04	-0.5452776575375039	NC_010475.1	2672077	2672139	+	CRS	K21903_upstream.fna.motif.h2_1;High-covariation	NA	NA	NA	NA
K21903_upstream.fna.motif.h2_1;High-covariation	4	-0.5452776575375039	NC_010475.1	2672077	2672139	+	CRS	K21903_upstream.fna.motif.h2_1;High-covariation	NA	NA	NA	NA
K21903_upstream.fna.motif.h2_1;High-covariation	8	-0.03758755112717896	NC_010475.1	2672077	2672139	+	CRS	K21903_upstream.fna.motif.h2_1;High-covariation	NA	NA	NA	NA
K21903_upstream.fna.motif.h2_1;High-covariation	30	1.128142866202192	NC_010475.1	2672077	2672139	+	CRS	K21903_upstream.fna.motif.h2_1;High-covariation	NA	NA	NA	NA
gene-SYNPCC7002_RS00010	0.04	0.6445527079441506	NC_010475.1	1	1350	+	protein-coding	dnaA	SYNPCC7002_RS00010	SYNPCC7002_A0001	chromosomal replication initiator protein DnaA	32049.SYNPCC7002_A0001
gene-SYNPCC7002_RS00010	4	0.2060078787542694	NC_010475.1	1	1350	+	protein-coding	dnaA	SYNPCC7002_RS00010	SYNPCC7002_A0001	chromosomal replication initiator protein DnaA	32049.SYNPCC7002_A0001
gene-SYNPCC7002_RS00010	8	-0.862899369676782	NC_010475.1	1	1350	+	protein-coding	dnaA	SYNPCC7002_RS00010	SYNPCC7002_A0001	chromosomal replication initiator protein DnaA	32049.SYNPCC7002_A0001
gene-SYNPCC7002_RS00010	30	0.012338782978394377	NC_010475.1	1	1350	+	protein-coding	dnaA	SYNPCC7002_RS00010	SYNPCC7002_A0001	chromosomal replication initiator protein DnaA	32049.SYNPCC7002_A0001
gene-SYNPCC7002_RS00015	0.04	1.2394133311265256	NC_010475.1	1424	2353	+	protein-coding	SYNPCC7002_RS00015	SYNPCC7002_RS00015	SYNPCC7002_A0002	cobalamin-binding protein	32049.SYNPCC7002_A0002
gene-SYNPCC7002_RS00015	4	-0.7126512368822016	NC_010475.1	1424	2353	+	protein-coding	SYNPCC7002_RS00015	SYNPCC7002_RS00015	SYNPCC7002_A0002	cobalamin-binding protein	32049.SYNPCC7002_A0002
gene-SYNPCC7002_RS00015	8	0.09903941511890821	NC_010475.1	1424	2353	+	protein-coding	SYNPCC7002_RS00015	SYNPCC7002_RS00015	SYNPCC7002_A0002	cobalamin-binding protein	32049.SYNPCC7002_A0002
gene-SYNPCC7002_RS00015	30	-0.6258015093632417	NC_010475.1	1424	2353	+	protein-coding	SYNPCC7002_RS00015	SYNPCC7002_RS00015	SYNPCC7002_A0002	cobalamin-binding protein	32049.SYNPCC7002_A0002
gene-SYNPCC7002_RS00025	0.04	1.3184372002152416	NC_010475.1	2832	3110	-	protein-coding	nrtS2	SYNPCC7002_RS00025	SYNPCC7002_A0004	nitrate/nitrite transporter NrtS2	32049.SYNPCC7002_A0004
gene-SYNPCC7002_RS00025	4	-0.2087946306468032	NC_010475.1	2832	3110	-	protein-coding	nrtS2	SYNPCC7002_RS00025	SYNPCC7002_A0004	nitrate/nitrite transporter NrtS2	32049.SYNPCC7002_A0004
gene-SYNPCC7002_RS00025	8	-0.648780899488427	NC_010475.1	2832	3110	-	protein-coding	nrtS2	SYNPCC7002_RS00025	SYNPCC7002_A0004	nitrate/nitrite transporter NrtS2	32049.SYNPCC7002_A0004
gene-SYNPCC7002_RS00025	30	-0.460861670080018	NC_010475.1	2832	3110	-	protein-coding	nrtS2	SYNPCC7002_RS00025	SYNPCC7002_A0004	nitrate/nitrite transporter NrtS2	32049.SYNPCC7002_A0004
gene-SYNPCC7002_RS00030	0.04	1.5226301527928516	NC_010475.1	3152	3406	-	protein-coding	nrtS1	SYNPCC7002_RS00030	SYNPCC7002_A0005	nitrate/nitrite transporter NrtS1	32049.SYNPCC7002_A0005
gene-SYNPCC7002_RS00030	4	-0.2983620755003818	NC_010475.1	3152	3406	-	protein-coding	nrtS1	SYNPCC7002_RS00030	SYNPCC7002_A0005	nitrate/nitrite transporter NrtS1	32049.SYNPCC7002_A0005
gene-SYNPCC7002_RS00030	8	-0.44627748196141914	NC_010475.1	3152	3406	-	protein-coding	nrtS1	SYNPCC7002_RS00030	SYNPCC7002_A0005	nitrate/nitrite transporter NrtS1	32049.SYNPCC7002_A0005
gene-SYNPCC7002_RS00030	30	-0.7779905953310537	NC_010475.1	3152	3406	-	protein-coding	nrtS1	SYNPCC7002_RS00030	SYNPCC7002_A0005	nitrate/nitrite transporter NrtS1	32049.SYNPCC7002_A0005
gene-SYNPCC7002_RS00035	0.04	-0.5128710312057895	NC_010475.1	3441	4133	-	protein-coding	SYNPCC7002_RS00035	SYNPCC7002_RS00035	SYNPCC7002_A0006	N-acetylmannosamine-6-phosphate 2-epimerase	32049.SYNPCC7002_A0006
gene-SYNPCC7002_RS00035	4	1.0568470096226865	NC_010475.1	3441	4133	-	protein-coding	SYNPCC7002_RS00035	SYNPCC7002_RS00035	SYNPCC7002_A0006	N-acetylmannosamine-6-phosphate 2-epimerase	32049.SYNPCC7002_A0006
gene-SYNPCC7002_RS00035	8	-0.16281535908598727	NC_010475.1	3441	4133	-	protein-coding	SYNPCC7002_RS00035	SYNPCC7002_RS00035	SYNPCC7002_A0006	N-acetylmannosamine-6-phosphate 2-epimerase	32049.SYNPCC7002_A0006
gene-SYNPCC7002_RS00035	30	-0.3811606193309137	NC_010475.1	3441	4133	-	protein-coding	SYNPCC7002_RS00035	SYNPCC7002_RS00035	SYNPCC7002_A0006	N-acetylmannosamine-6-phosphate 2-epimerase	32049.SYNPCC7002_A0006
gene-SYNPCC7002_RS00040	0.04	-1.3172442068571608	NC_010475.1	4152	4796	-	protein-coding	purN	SYNPCC7002_RS00040	SYNPCC7002_A0007	phosphoribosylglycinamide formyltransferase	32049.SYNPCC7002_A0007
gene-SYNPCC7002_RS00040	4	1.1150801746260144	NC_010475.1	4152	4796	-	protein-coding	purN	SYNPCC7002_RS00040	SYNPCC7002_A0007	phosphoribosylglycinamide formyltransferase	32049.SYNPCC7002_A0007
gene-SYNPCC7002_RS00040	8	0.561952996685859	NC_010475.1	4152	4796	-	protein-coding	purN	SYNPCC7002_RS00040	SYNPCC7002_A0007	phosphoribosylglycinamide formyltransferase	32049.SYNPCC7002_A0007
gene-SYNPCC7002_RS00040	30	-0.3597889644547126	NC_010475.1	4152	4796	-	protein-coding	purN	SYNPCC7002_RS00040	SYNPCC7002_A0007	phosphoribosylglycinamide formyltransferase	32049.SYNPCC7002_A0007
gene-SYNPCC7002_RS00045	0.04	-1.2009265198207064	NC_010475.1	4889	5230	-	protein-coding	SYNPCC7002_RS00045	SYNPCC7002_RS00045	SYNPCC7002_A0008	phosphomannose isomerase type II C-terminal cupin domain	32049.SYNPCC7002_A0008
gene-SYNPCC7002_RS00045	4	0.464030246919696	NC_010475.1	4889	5230	-	protein-coding	SYNPCC7002_RS00045	SYNPCC7002_RS00045	SYNPCC7002_A0008	phosphomannose isomerase type II C-terminal cupin domain	32049.SYNPCC7002_A0008
gene-SYNPCC7002_RS00045	8	0.41040011924638825	NC_010475.1	4889	5230	-	protein-coding	SYNPCC7002_RS00045	SYNPCC7002_RS00045	SYNPCC7002_A0008	phosphomannose isomerase type II C-terminal cupin domain	32049.SYNPCC7002_A0008
gene-SYNPCC7002_RS00045	30	0.3264961536546172	NC_010475.1	4889	5230	-	protein-coding	SYNPCC7002_RS00045	SYNPCC7002_RS00045	SYNPCC7002_A0008	phosphomannose isomerase type II C-terminal cupin domain	32049.SYNPCC7002_A0008
gene-SYNPCC7002_RS00050	0.04	0.5174668603889716	NC_010475.1	5271	5630	-	protein-coding	SYNPCC7002_RS00050	SYNPCC7002_RS00050	SYNPCC7002_A0009	Spx/MgsR family RNA polymerase-binding regulatory protein	32049.SYNPCC7002_A0009
gene-SYNPCC7002_RS00050	4	0.32167747682177733	NC_010475.1	5271	5630	-	protein-coding	SYNPCC7002_RS00050	SYNPCC7002_RS00050	SYNPCC7002_A0009	Spx/MgsR family RNA polymerase-binding regulatory protein	32049.SYNPCC7002_A0009
gene-SYNPCC7002_RS00050	8	-0.25562724597920483	NC_010475.1	5271	5630	-	protein-coding	SYNPCC7002_RS00050	SYNPCC7002_RS00050	SYNPCC7002_A0009	Spx/MgsR family RNA polymerase-binding regulatory protein	32049.SYNPCC7002_A0009
gene-SYNPCC7002_RS00050	30	-0.5835170912315355	NC_010475.1	5271	5630	-	protein-coding	SYNPCC7002_RS00050	SYNPCC7002_RS00050	SYNPCC7002_A0009	Spx/MgsR family RNA polymerase-binding regulatory protein	32049.SYNPCC7002_A0009
gene-SYNPCC7002_RS00055	0.04	0.8543427108526365	NC_010475.1	5742	6824	+	protein-coding	SYNPCC7002_RS00055	SYNPCC7002_RS00055	SYNPCC7002_A0010	class I fructose-bisphosphate aldolase	32049.SYNPCC7002_A0010
gene-SYNPCC7002_RS00055	4	-1.1494468292778564	NC_010475.1	5742	6824	+	protein-coding	SYNPCC7002_RS00055	SYNPCC7002_RS00055	SYNPCC7002_A0010	class I fructose-bisphosphate aldolase	32049.SYNPCC7002_A0010
gene-SYNPCC7002_RS00055	8	-0.7214128106854462	NC_010475.1	5742	6824	+	protein-coding	SYNPCC7002_RS00055	SYNPCC7002_RS00055	SYNPCC7002_A0010	class I fructose-bisphosphate aldolase	32049.SYNPCC7002_A0010
gene-SYNPCC7002_RS00055	30	1.0165169291106717	NC_010475.1	5742	6824	+	protein-coding	SYNPCC7002_RS00055	SYNPCC7002_RS00055	SYNPCC7002_A0010	class I fructose-bisphosphate aldolase	32049.SYNPCC7002_A0010
gene-SYNPCC7002_RS00060	0.04	1.301976872307879	NC_010475.1	7044	7613	+	protein-coding	SYNPCC7002_RS00060	SYNPCC7002_RS00060	SYNPCC7002_A0011	Uma2 family endonuclease	32049.SYNPCC7002_A0011
gene-SYNPCC7002_RS00060	4	-0.7106713299007232	NC_010475.1	7044	7613	+	protein-coding	SYNPCC7002_RS00060	SYNPCC7002_RS00060	SYNPCC7002_A0011	Uma2 family endonuclease	32049.SYNPCC7002_A0011
gene-SYNPCC7002_RS00060	8	-1.0213850929222377	NC_010475.1	7044	7613	+	protein-coding	SYNPCC7002_RS00060	SYNPCC7002_RS00060	SYNPCC7002_A0011	Uma2 family endonuclease	32049.SYNPCC7002_A0011
gene-SYNPCC7002_RS00060	30	0.4300795505150775	NC_010475.1	7044	7613	+	protein-coding	SYNPCC7002_RS00060	SYNPCC7002_RS00060	SYNPCC7002_A0011	Uma2 family endonuclease	32049.SYNPCC7002_A0011
gene-SYNPCC7002_RS00070	0.04	1.4871617003224937	NC_010475.1	8305	9621	+	protein-coding	SYNPCC7002_RS00070	SYNPCC7002_RS00070	SYNPCC7002_A0013	hypothetical protein	32049.SYNPCC7002_A0013
gene-SYNPCC7002_RS00070	4	-0.8702431939146664	NC_010475.1	8305	9621	+	protein-coding	SYNPCC7002_RS00070	SYNPCC7002_RS00070	SYNPCC7002_A0013	hypothetical protein	32049.SYNPCC7002_A0013
gene-SYNPCC7002_RS00070	8	-0.7862299328304165	NC_010475.1	8305	9621	+	protein-coding	SYNPCC7002_RS00070	SYNPCC7002_RS00070	SYNPCC7002_A0013	hypothetical protein	32049.SYNPCC7002_A0013
gene-SYNPCC7002_RS00070	30	0.16931142642258257	NC_010475.1	8305	9621	+	protein-coding	SYNPCC7002_RS00070	SYNPCC7002_RS00070	SYNPCC7002_A0013	hypothetical protein	32049.SYNPCC7002_A0013
gene-SYNPCC7002_RS00075	0.04	1.4388447214456226	NC_010475.1	9729	10484	+	protein-coding	SYNPCC7002_RS00075	SYNPCC7002_RS00075	SYNPCC7002_A0014	DUF1995 family protein	32049.SYNPCC7002_A0014
gene-SYNPCC7002_RS00075	4	-0.8194514013738835	NC_010475.1	9729	10484	+	protein-coding	SYNPCC7002_RS00075	SYNPCC7002_RS00075	SYNPCC7002_A0014	DUF1995 family protein	32049.SYNPCC7002_A0014
gene-SYNPCC7002_RS00075	8	-0.8515489002080532	NC_010475.1	9729	10484	+	protein-coding	SYNPCC7002_RS00075	SYNPCC7002_RS00075	SYNPCC7002_A0014	DUF1995 family protein	32049.SYNPCC7002_A0014
gene-SYNPCC7002_RS00075	30	0.23215558013632404	NC_010475.1	9729	10484	+	protein-coding	SYNPCC7002_RS00075	SYNPCC7002_RS00075	SYNPCC7002_A0014	DUF1995 family protein	32049.SYNPCC7002_A0014
gene-SYNPCC7002_RS00080	0.04	0.19642091549454366	NC_010475.1	10504	11418	+	protein-coding	SYNPCC7002_RS00080	SYNPCC7002_RS00080	SYNPCC7002_A0015	TIGR04168 family protein	32049.SYNPCC7002_A0015
gene-SYNPCC7002_RS00080	4	-0.6533195830505809	NC_010475.1	10504	11418	+	protein-coding	SYNPCC7002_RS00080	SYNPCC7002_RS00080	SYNPCC7002_A0015	TIGR04168 family protein	32049.SYNPCC7002_A0015
