Geneid	alanine	arginine	asparagine	aspartic.acid	cysteine	glutamine	glutamic.acid	glycine	histidine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine
gene-SYNPCC7002_RS00105	0.09550561797752809	0.05056179775280899	0.033707865168539325	0.0449438202247191	0.028089887640449437	0.05056179775280899	0.08426966292134831	0.08426966292134831	0	0.06179775280898876	0.1348314606741573	0.07865168539325842	0.0056179775280898875	0.028089887640449437	0.0449438202247191	0.02247191011235955	0.028089887640449437	0.02247191011235955	0.0449438202247191	0.056179775280898875
gene-SYNPCC7002_RS00110	0.08503401360544217	0.04081632653061224	0.034013605442176874	0.061224489795918366	0.013605442176870748	0.07142857142857142	0.027210884353741496	0.08843537414965986	0.030612244897959183	0.047619047619047616	0.1360544217687075	0.027210884353741496	0.01020408163265306	0.034013605442176874	0.07482993197278912	0.05442176870748299	0.04421768707482993	0.030612244897959183	0.027210884353741496	0.061224489795918366
gene-SYNPCC7002_RS00115	0.08086642599277978	0.06714801444043321	0.03104693140794224	0.053429602888086646	0.008664259927797834	0.11191335740072202	0.04548736462093863	0.06570397111913358	0.027436823104693142	0.04187725631768953	0.15379061371841155	0.020938628158844765	0.006498194945848376	0.039711191335740074	0.059927797833935016	0.04259927797833935	0.049819494584837545	0.03032490974729242	0.02454873646209386	0.038267148014440436
gene-SYNPCC7002_RS00120	0.07829181494661921	0.06405693950177936	0.02491103202846975	0.03202846975088968	0	0.10676156583629894	0.07829181494661921	0.046263345195729534	0.0035587188612099642	0.08540925266903915	0.13167259786476868	0.021352313167259787	0.0035587188612099642	0.017793594306049824	0.10320284697508897	0.0498220640569395	0.06761565836298933	0.02491103202846975	0.02491103202846975	0.03558718861209965
gene-SYNPCC7002_RS00130	0.13909774436090225	0.018796992481203006	0.018796992481203006	0.045112781954887216	0.015037593984962405	0.05639097744360902	0.03759398496240601	0.10526315789473684	0.02631578947368421	0.08270676691729323	0.10150375939849623	0.041353383458646614	0.02631578947368421	0.022556390977443608	0.041353383458646614	0.03007518796992481	0.09022556390977443	0.007518796992481203	0.011278195488721804	0.08270676691729323
gene-SYNPCC7002_RS00135	0.12026726057906459	0.0556792873051225	0.024498886414253896	0.035634743875278395	0.0066815144766146995	0.066815144766147	0.066815144766147	0.06904231625835189	0.022271714922048998	0.066815144766147	0.1358574610244989	0.0400890868596882	0.011135857461024499	0.026726057906458798	0.044543429844097995	0.04899777282850779	0.06904231625835189	0.015590200445434299	0.028953229398663696	0.044543429844097995
gene-SYNPCC7002_RS00140	0.06896551724137931	0.05517241379310345	0.05517241379310345	0.1103448275862069	0.006896551724137931	0.07586206896551724	0.05517241379310345	0.06896551724137931	0	0.06206896551724138	0.11724137931034483	0.027586206896551724	0.006896551724137931	0.06206896551724138	0.027586206896551724	0.027586206896551724	0.034482758620689655	0.013793103448275862	0.04827586206896552	0.07586206896551724
gene-SYNPCC7002_RS00145	0.0893854748603352	0.055865921787709494	0.019553072625698324	0.07262569832402235	0.0111731843575419	0.0782122905027933	0.061452513966480445	0.05307262569832402	0.027932960893854747	0.06424581005586592	0.13966480446927373	0.03910614525139665	0.00558659217877095	0.030726256983240222	0.061452513966480445	0.0335195530726257	0.055865921787709494	0.030726256983240222	0.027932960893854747	0.04189944134078212
gene-SYNPCC7002_RS00150	0.12254901960784313	0.03431372549019608	0.024509803921568627	0.0196078431372549	0.00980392156862745	0.03431372549019608	0.0196078431372549	0.09313725490196079	0	0.06372549019607843	0.13725490196078433	0.05392156862745098	0.014705882352941176	0.0784313725490196	0.014705882352941176	0.058823529411764705	0.08333333333333333	0.004901960784313725	0.03431372549019608	0.09803921568627451
gene-SYNPCC7002_RS00155	0.11988304093567251	0.03216374269005848	0.017543859649122806	0.038011695906432746	0.014619883040935672	0.10526315789473684	0.029239766081871343	0.06140350877192982	0.023391812865497075	0.05847953216374269	0.14327485380116958	0.049707602339181284	0.011695906432748537	0.029239766081871343	0.06725146198830409	0.04678362573099415	0.06140350877192982	0.017543859649122806	0.023391812865497075	0.049707602339181284
gene-SYNPCC7002_RS00160	0.09937888198757763	0.049689440993788817	0.037267080745341616	0.037267080745341616	0	0.037267080745341616	0.08695652173913043	0.062111801242236024	0.031055900621118012	0.049689440993788817	0.12422360248447205	0.024844720496894408	0.031055900621118012	0.031055900621118012	0.055900621118012424	0.043478260869565216	0.09937888198757763	0.012422360248447204	0.024844720496894408	0.062111801242236024
gene-SYNPCC7002_RS00165	0.07077625570776255	0.04794520547945205	0.02968036529680365	0.0593607305936073	0.0045662100456621	0.0365296803652968	0.07990867579908675	0.07077625570776255	0.0228310502283105	0.09360730593607305	0.1415525114155251	0.0365296803652968	0.0228310502283105	0.02511415525114155	0.045662100456621	0.06164383561643835	0.06164383561643835	0.0091324200913242	0.0091324200913242	0.07077625570776255
gene-SYNPCC7002_RS00170	0.08928571428571429	0.039285714285714285	0.03214285714285714	0.08214285714285714	0.014285714285714285	0.04642857142857143	0.07142857142857142	0.08214285714285714	0.025	0.06428571428571428	0.08214285714285714	0.06428571428571428	0.0035714285714285713	0.03571428571428571	0.03571428571428571	0.04642857142857143	0.04642857142857143	0.017857142857142856	0.04285714285714286	0.07857142857142857
gene-SYNPCC7002_RS00175	0.074487895716946	0.06517690875232775	0.024208566108007448	0.07262569832402235	0.0037243947858473	0.03910614525139665	0.09497206703910614	0.06890130353817504	0.020484171322160148	0.06890130353817504	0.10800744878957169	0.0633147113594041	0.020484171322160148	0.04283054003724395	0.040968342644320296	0.03910614525139665	0.0595903165735568	0.00558659217877095	0.0260707635009311	0.061452513966480445
gene-SYNPCC7002_RS00180	0.10526315789473684	0.04024767801857585	0.030959752321981424	0.04643962848297214	0.018575851393188854	0.06501547987616099	0.02786377708978328	0.04953560371517028	0.05572755417956656	0.05572755417956656	0.13622291021671826	0.02786377708978328	0.0030959752321981426	0.04024767801857585	0.09597523219814241	0.04643962848297214	0.07430340557275542	0.015479876160990712	0.018575851393188854	0.04643962848297214
gene-SYNPCC7002_RS00185	0.07761194029850746	0.03283582089552239	0.050746268656716415	0.07462686567164178	0.01791044776119403	0.04477611940298507	0.050746268656716415	0.05373134328358209	0.023880597014925373	0.05373134328358209	0.12835820895522387	0.08358208955223881	0.020895522388059702	0.023880597014925373	0.05970149253731343	0.03880597014925373	0.05970149253731343	0.011940298507462687	0.023880597014925373	0.06865671641791045
gene-SYNPCC7002_RS00190	0.11258278145695365	0.059602649006622516	0.04304635761589404	0.0695364238410596	0.009933774834437087	0.052980132450331126	0.04304635761589404	0.06622516556291391	0.016556291390728478	0.06291390728476821	0.10596026490066225	0.06291390728476821	0.033112582781456956	0.04304635761589404	0.052980132450331126	0.039735099337748346	0.03642384105960265	0.0033112582781456954	0.006622516556291391	0.07947019867549669
gene-SYNPCC7002_RS00195	0.09364548494983277	0.030100334448160536	0.023411371237458192	0.03678929765886288	0.013377926421404682	0.0903010033444816	0.046822742474916385	0.06020066889632107	0.033444816053511704	0.05351170568561873	0.11371237458193979	0.020066889632107024	0.016722408026755852	0.05351170568561873	0.06688963210702341	0.06354515050167224	0.07023411371237458	0.010033444816053512	0.03678929765886288	0.06688963210702341
gene-SYNPCC7002_RS00200	0.08108108108108109	0.060810810810810814	0.02027027027027027	0.033783783783783786	0.02027027027027027	0.0945945945945946	0.04054054054054054	0.06756756756756757	0.033783783783783786	0.060810810810810814	0.0945945945945946	0.04054054054054054	0.02702702702702703	0.033783783783783786	0.0472972972972973	0.07432432432432433	0.06756756756756757	0.013513513513513514	0.033783783783783786	0.05405405405405406
gene-SYNPCC7002_RS00205	0.10016155088852989	0.06785137318255251	0.04361873990306947	0.06785137318255251	0.0016155088852988692	0.046849757673667204	0.06785137318255251	0.08562197092084006	0.004846526655896607	0.05815831987075929	0.09854604200323101	0.0420032310177706	0.025848142164781908	0.0420032310177706	0.03877221324717286	0.05654281098546042	0.048465266558966075	0.006462035541195477	0.012924071082390954	0.0840064620355412
gene-SYNPCC7002_RS00210	0.08704663212435233	0.05595854922279793	0.06217616580310881	0.06062176165803109	0.0010362694300518134	0.07564766839378238	0.06062176165803109	0.09378238341968911	5.181347150259067e-4	0.054404145077720206	0.1316062176165803	0.009844559585492229	0.00466321243523316	0.03678756476683938	0.05233160621761658	0.06424870466321243	0.07150259067357513	0.005699481865284974	0.011917098445595855	0.05958549222797927
gene-SYNPCC7002_RS00215	0.22321428571428573	0.05357142857142857	0.07142857142857142	0.026785714285714284	0	0.0625	0.08035714285714286	0.03571428571428571	0	0.03571428571428571	0.03571428571428571	0.03571428571428571	0.017857142857142856	0.026785714285714284	0.09821428571428571	0.05357142857142857	0.03571428571428571	0	0.008928571428571428	0.09821428571428571
gene-SYNPCC7002_RS00220	0.068359375	0.0625	0.029296875	0.060546875	0.01953125	0.080078125	0.037109375	0.091796875	0.021484375	0.0390625	0.13671875	0.029296875	0.013671875	0.052734375	0.05859375	0.046875	0.048828125	0.021484375	0.029296875	0.052734375
gene-SYNPCC7002_RS00225	0.08482142857142858	0.08035714285714286	0.03571428571428571	0.044642857142857144	0.008928571428571428	0.05803571428571429	0.049107142857142856	0.06696428571428571	0.03125	0.04017857142857143	0.10267857142857142	0.044642857142857144	0.008928571428571428	0.05803571428571429	0.07589285714285714	0.022321428571428572	0.05803571428571429	0.008928571428571428	0.044642857142857144	0.07589285714285714
gene-SYNPCC7002_RS00230	0.08977556109725686	0.04738154613466334	0.029925187032418952	0.05236907730673317	0.012468827930174564	0.06733167082294264	0.04987531172069826	0.059850374064837904	0.014962593516209476	0.07481296758104738	0.12718204488778054	0.04987531172069826	0.014962593516209476	0.017456359102244388	0.05236907730673317	0.07481296758104738	0.07481296758104738	0.012468827930174564	0.02493765586034913	0.05236907730673317
gene-SYNPCC7002_RS00235	0.09243697478991597	0.03361344537815126	0.058823529411764705	0.058823529411764705	0.025210084033613446	0.04201680672268908	0.058823529411764705	0.05042016806722689	0.008403361344537815	0.08403361344537816	0.09243697478991597	0.08403361344537816	0.025210084033613446	0.025210084033613446	0.05042016806722689	0.058823529411764705	0.058823529411764705	0.01680672268907563	0.008403361344537815	0.06722689075630252
gene-SYNPCC7002_RS00240	0.08641975308641975	0.04938271604938271	0.018518518518518517	0.043209876543209874	0.012345679012345678	0.04938271604938271	0.04938271604938271	0.08641975308641975	0.030864197530864196	0.05555555555555555	0.14814814814814814	0.006172839506172839	0.012345679012345678	0.018518518518518517	0.08641975308641975	0.05555555555555555	0.05555555555555555	0.012345679012345678	0.018518518518518517	0.10493827160493827
gene-SYNPCC7002_RS00245	0.10868079289131921	0.06288448393711552	0.04032809295967191	0.048530416951469584	0.008202323991797676	0.08544087491455912	0.08954203691045796	0.048530416951469584	0.014354066985645933	0.05468215994531784	0.10868079289131921	0.0355434039644566	0.01845522898154477	0.025290498974709502	0.02050580997949419	0.06288448393711552	0.05536568694463431	0.01161995898838004	0.02050580997949419	0.07997265892002735
gene-SYNPCC7002_RS00250	0.10258868648130393	0.04410354745925216	0.045062320230105465	0.05656759348034516	0.007670182166826462	0.0728667305848514	0.07670182166826463	0.06040268456375839	0.01821668264621285	0.05656759348034516	0.12655800575263662	0.04122722914669223	0.01821668264621285	0.024928092042186004	0.053691275167785234	0.05465004793863854	0.062320230105465	0.003835091083413231	0.01725790987535954	0.05656759348034516
gene-SYNPCC7002_RS00255	0.10185185185185185	0.0787037037037037	0.032407407407407406	0.041666666666666664	0.009259259259259259	0.05555555555555555	0.08796296296296297	0.06018518518518518	0.004629629629629629	0.05555555555555555	0.125	0.06481481481481481	0.027777777777777776	0.023148148148148147	0.037037037037037035	0.05092592592592592	0.05092592592592592	0.027777777777777776	0.023148148148148147	0.041666666666666664
gene-SYNPCC7002_RS00260	0.07017543859649122	0.07894736842105263	0.03508771929824561	0.06140350877192982	0.02631578947368421	0.08771929824561403	0.07017543859649122	0.043859649122807015	0.017543859649122806	0.03508771929824561	0.13157894736842105	0.03508771929824561	0.02631578947368421	0.017543859649122806	0.03508771929824561	0.07894736842105263	0.03508771929824561	0	0.03508771929824561	0.07894736842105263
gene-SYNPCC7002_RS00265	0.10975609756097561	0.018292682926829267	0.03048780487804878	0.042682926829268296	0.006097560975609756	0.054878048780487805	0.10365853658536585	0.06097560975609756	0	0.06707317073170732	0.042682926829268296	0.03048780487804878	0.042682926829268296	0.03048780487804878	0.07317073170731707	0.06097560975609756	0.09146341463414634	0.012195121951219513	0.006097560975609756	0.11585365853658537
gene-SYNPCC7002_RS00270	0.043478260869565216	0.05434782608695652	0.03260869565217391	0.05434782608695652	0	0.03804347826086957	0.09782608695652174	0.08152173913043478	0.010869565217391304	0.05434782608695652	0.059782608695652176	0.059782608695652176	0.02717391304347826	0.043478260869565216	0.03260869565217391	0.04891304347826087	0.10869565217391304	0.010869565217391304	0.021739130434782608	0.11956521739130435
gene-SYNPCC7002_RS00275	0.07373271889400922	0.07373271889400922	0.03225806451612903	0.04608294930875576	0.027649769585253458	0.12442396313364056	0.03225806451612903	0.059907834101382486	0.009216589861751152	0.059907834101382486	0.1152073732718894	0.059907834101382486	0.009216589861751152	0.04608294930875576	0.059907834101382486	0.027649769585253458	0.06912442396313365	0.018433179723502304	0.018433179723502304	0.03686635944700461
gene-SYNPCC7002_RS00280	0.12318840579710146	0.07246376811594203	0.043478260869565216	0.057971014492753624	0.014492753623188406	0.08695652173913043	0.050724637681159424	0.043478260869565216	0.028985507246376812	0.13043478260869565	0.07246376811594203	0.028985507246376812	0.021739130434782608	0.050724637681159424	0.028985507246376812	0.043478260869565216	0.050724637681159424	0.014492753623188406	0.007246376811594203	0.028985507246376812
gene-SYNPCC7002_RS00285	0.10256410256410256	0.07692307692307693	0.01282051282051282	0.0641025641025641	0	0.07692307692307693	0.14102564102564102	0.01282051282051282	0.05128205128205128	0.10256410256410256	0.11538461538461539	0.038461538461538464	0	0.05128205128205128	0.038461538461538464	0.0641025641025641	0.01282051282051282	0	0	0.038461538461538464
gene-SYNPCC7002_RS00290	0.10067114093959731	0.053691275167785234	0.06375838926174497	0.0436241610738255	0	0.026845637583892617	0.07046979865771812	0.050335570469798654	0.03691275167785235	0.053691275167785234	0.08053691275167785	0.03355704697986577	0.02348993288590604	0.030201342281879196	0.07046979865771812	0.07046979865771812	0.06375838926174497	0.02348993288590604	0.0436241610738255	0.06040268456375839
gene-SYNPCC7002_RS00295	0.07232704402515723	0.05345911949685535	0.02830188679245283	0.05345911949685535	0.018867924528301886	0.05345911949685535	0.06918238993710692	0.07547169811320754	0.0220125786163522	0.04716981132075472	0.1069182389937107	0.06289308176100629	0.031446540880503145	0.03773584905660377	0.04716981132075472	0.050314465408805034	0.07547169811320754	0.009433962264150943	0.0220125786163522	0.06289308176100629
gene-SYNPCC7002_RS00300	0.08823529411764706	0.04411764705882353	0.014705882352941176	0.058823529411764705	0	0.058823529411764705	0.058823529411764705	0.07352941176470588	0.014705882352941176	0.08823529411764706	0.11764705882352941	0.029411764705882353	0.029411764705882353	0.014705882352941176	0.07352941176470588	0.058823529411764705	0.08823529411764706	0.04411764705882353	0.014705882352941176	0.029411764705882353
gene-SYNPCC7002_RS00305	0.07633587786259542	0.04580152671755725	0.022900763358778626	0.03816793893129771	0.022900763358778626	0.06870229007633588	0.1297709923664122	0.08396946564885496	0.030534351145038167	0.09923664122137404	0.0916030534351145	0.04580152671755725	0.015267175572519083	0.022900763358778626	0.05343511450381679	0.03816793893129771	0.007633587786259542	0.022900763358778626	0.015267175572519083	0.06870229007633588
gene-SYNPCC7002_RS00310	0.11764705882352941	0.06302521008403361	0.025210084033613446	0.0546218487394958	0	0.04201680672268908	0.09243697478991597	0.0546218487394958	0.04201680672268908	0.03361344537815126	0.13025210084033614	0.05042016806722689	0.012605042016806723	0.037815126050420166	0.058823529411764705	0.046218487394957986	0.037815126050420166	0.012605042016806723	0.046218487394957986	0.04201680672268908
gene-SYNPCC7002_RS00315	0.04242424242424243	0.09090909090909091	0.01818181818181818	0.05454545454545454	0.012121212121212121	0.12121212121212122	0.012121212121212121	0.10909090909090909	0	0.06666666666666667	0.10303030303030303	0.024242424242424242	0	0.06060606060606061	0.07878787878787878	0.07878787878787878	0.06060606060606061	0.012121212121212121	0.030303030303030304	0.024242424242424242
gene-SYNPCC7002_RS00320	0.06406406406406406	0.06906906906906907	0.044044044044044044	0.04604604604604605	0.005005005005005005	0.05905905905905906	0.05105105105105105	0.06106106106106106	0.015015015015015015	0.07107107107107107	0.12512512512512514	0.021021021021021023	0.01001001001001001	0.05005005005005005	0.06306306306306306	0.05005005005005005	0.04604604604604605	0.028028028028028028	0.055055055055055056	0.06606606606606606
gene-SYNPCC7002_RS00325	0.09181636726546906	0.03992015968063872	0.033932135728542916	0.06786427145708583	0.001996007984031936	0.05788423153692615	0.07385229540918163	0.07984031936127745	0.021956087824351298	0.0658682634730539	0.10778443113772455	0.011976047904191617	0.00998003992015968	0.04790419161676647	0.05389221556886228	0.041916167664670656	0.07784431137724551	0.013972055888223553	0.021956087824351298	0.07784431137724551
gene-SYNPCC7002_RS00330	0.07228915662650602	0.03614457831325301	0.012048192771084338	0.0963855421686747	0.012048192771084338	0.0963855421686747	0.12048192771084337	0.024096385542168676	0.024096385542168676	0.04819277108433735	0.13253012048192772	0.012048192771084338	0.024096385542168676	0.060240963855421686	0.07228915662650602	0.024096385542168676	0.024096385542168676	0.012048192771084338	0.04819277108433735	0.04819277108433735
gene-SYNPCC7002_RS00335	0.07578947368421053	0.06736842105263158	0.03368421052631579	0.06526315789473684	0.010526315789473684	0.07157894736842105	0.07157894736842105	0.07368421052631578	0.023157894736842106	0.02736842105263158	0.13052631578947368	0.021052631578947368	0.018947368421052633	0.05052631578947368	0.04631578947368421	0.04842105263157895	0.04842105263157895	0.01263157894736842	0.05894736842105263	0.04421052631578947
gene-SYNPCC7002_RS00340	0.1206896551724138	0.017241379310344827	0.017241379310344827	0.05172413793103448	0	0.034482758620689655	0.13793103448275862	0.034482758620689655	0	0.1206896551724138	0.034482758620689655	0.20689655172413793	0.017241379310344827	0.08620689655172414	0.05172413793103448	0.017241379310344827	0	0.017241379310344827	0.017241379310344827	0.017241379310344827
gene-SYNPCC7002_RS00345	0.11311053984575835	0.061696658097686374	0.03598971722365039	0.05141388174807198	0.007712082262210797	0.05398457583547558	0.04884318766066838	0.05398457583547558	0.015424164524421594	0.09254498714652956	0.12853470437017994	0.043701799485861184	0.017994858611825194	0.028277634961439587	0.06426735218508997	0.02570694087403599	0.05398457583547558	0.007712082262210797	0.028277634961439587	0.06683804627249357
gene-SYNPCC7002_RS00350	0.0946969696969697	0.056818181818181816	0.04924242424242424	0.03409090909090909	0.003787878787878788	0.041666666666666664	0.05303030303030303	0.10606060606060606	0.045454545454545456	0.0946969696969697	0.09848484848484848	0.03409090909090909	0.026515151515151516	0.015151515151515152	0.045454545454545456	0.041666666666666664	0.04924242424242424	0	0.030303030303030304	0.07954545454545454
gene-SYNPCC7002_RS00355	0.05844155844155844	0.045454545454545456	0.025974025974025976	0.032467532467532464	0.006493506493506494	0.045454545454545456	0.07792207792207792	0.09090909090909091	0.032467532467532464	0.07792207792207792	0.07142857142857142	0.05194805194805195	0.05194805194805195	0.06493506493506493	0.08441558441558442	0.01948051948051948	0.05194805194805195	0	0.012987012987012988	0.09740259740259741
gene-SYNPCC7002_RS00360	0.05952380952380952	0.13095238095238096	0.03571428571428571	0.047619047619047616	0	0.05952380952380952	0.10714285714285714	0.047619047619047616	0.011904761904761904	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.05952380952380952	0.07142857142857142	0	0.047619047619047616	0.07142857142857142	0.023809523809523808	0.011904761904761904	0.03571428571428571
gene-SYNPCC7002_RS00365	0.08664259927797834	0.07942238267148015	0.036101083032490974	0.07220216606498195	0.0036101083032490976	0.061371841155234655	0.05776173285198556	0.06498194945848375	0.021660649819494584	0.061371841155234655	0.09747292418772563	0.061371841155234655	0.02527075812274368	0.01444043321299639	0.05776173285198556	0.036101083032490974	0.021660649819494584	0.021660649819494584	0.018050541516245487	0.10108303249097472
gene-SYNPCC7002_RS00370	0.13286713286713286	0.04895104895104895	0.039627039627039624	0.0675990675990676	0.002331002331002331	0.027972027972027972	0.07459207459207459	0.09557109557109557	0.013986013986013986	0.06060606060606061	0.1048951048951049	0.046620046620046623	0.009324009324009324	0.023310023310023312	0.03263403263403263	0.055944055944055944	0.053613053613053616	0.006993006993006993	0.030303030303030304	0.07226107226107226
gene-SYNPCC7002_RS16605	0.09090909090909091	0.09090909090909091	0.030303030303030304	0.015151515151515152	0	0.015151515151515152	0.030303030303030304	0.030303030303030304	0	0.07575757575757576	0.12121212121212122	0.09090909090909091	0.015151515151515152	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.06060606060606061	0.030303030303030304	0.030303030303030304	0.045454545454545456
