"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"57","47","STRING Clusters","","Ribosome","5.03E-25","efp|rpsF|rplU|infB|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|rpsD|rplT|rpmI","163300","5629|6232|5377|1447|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1771|1780|715|709|712|703|706|676|5167|5170","9.33E-27","","CL:2419","2.4298432014944074","0"
"104","59","GO Biological Process","","Translation","2.31E-24","efp|ACA98089.1|prfB|fusA|rpsF|rplU|thrS|infB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|rplT|rpmI|def|lepA|infC","163300","5629|5536|4078|1540|6232|5377|1762|1447|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1855|1771|1780|715|709|712|703|706|682|676|5167|5170|4180|2338|4429","2.23E-27","","GO:0006412","2.3636388020107857","0"
"115","61","GO Biological Process","","Peptide metabolic process","2.31E-24","efp|ACA98089.1|prfB|fusA|rpsF|rplU|thrS|infB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|rplT|rpmI|def|lepA|hyuA|infC|ACB00834.1","163300","5629|5536|4078|1540|6232|5377|1762|1447|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1855|1771|1780|715|709|712|703|706|682|676|5167|5170|4180|2338|1591|4429|3124","3.94E-27","","GO:0006518","2.3636388020107857","0"
"213","79","GO Biological Process","","Gene expression","2.31E-24","efp|ACA98089.1|rbfA|trmH|prfB|fusA|sigC|rpsF|rplU|thrS|nusA|infB|nusB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99107.1|trmE|rimM|ACA99265.1|rplI|rbpA|rpsU|ybeY|ACA99930.1|tsf|rpsB|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|ACB00143.1|rplT|rpmI|def|lepA|rnc-2|infC|ACB00805.1","163300","5629|5536|5545|3907|4078|1540|982|6232|5377|1762|1474|1447|3271|3514|3508|3370|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|2221|637|727|1117|4216|1339|5881|6313|1855|1771|1780|532|535|523|715|709|712|703|706|682|676|5056|5167|5170|4180|2338|958|4429|2743","2.97E-27","","GO:0010467","2.3636388020107857","0"
"123","63","GO Biological Process","","Amide biosynthetic process","2.31E-24","efp|ACA98089.1|prfB|fusA|rpsF|rplU|thrS|ACA98749.1|infB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|bioF|rplI|rpsU|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|rplT|rpmI|def|lepA|accA|infC","163300","5629|5536|4078|1540|6232|5377|1762|433|1447|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1072|4216|5881|1855|1771|1780|715|709|712|703|706|682|676|1075|5167|5170|4180|2338|2176|4429","2.08E-27","","GO:0043604","2.3636388020107857","0"
"146","65","GO Biological Process","","Cellular amide metabolic process","2.47E-23","efp|ACA98089.1|prfB|fusA|rpsF|rplU|thrS|ACA98749.1|infB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|bioF|rplI|rpsU|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|rplT|rpmI|def|lepA|accA|hyuA|infC|ACB00834.1","163300","5629|5536|4078|1540|6232|5377|1762|433|1447|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1072|4216|5881|1855|1771|1780|715|709|712|703|706|682|676|1075|5167|5170|4180|2338|2176|1591|4429|3124","1.33E-25","","GO:0043603","2.2607303046740332","0"
"52","43","STRING Clusters","","Ribosome","8.28E-23","rpsF|rplU|infB|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|rpsB|rpsJ|rpsG|rpsL|rpsD|rplT|rpmI","163300","6232|5377|1447|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1780|715|703|706|676|5167|5170","1.66E-24","","CL:2422","2.2081969663215117","0"
"1469","198","GO Biological Process","","Metabolic process","6.28E-22","ACA98039.1|ftsH-2|efp|fabZ|ACA98089.1|eno|rbfA|ACA98101.1|ACA98139.1|trmH|clpC|ndhF-III|ndhD-III|prfB|sodB|glnN|lrtA|ACA98300.1|ACA98302.1|ACA98318.1|fusA|sigC|csgA|rpsF|ACA98456.1|ACA98483.1|ACA98485.1|rplU|pqqL|plsX|ACA98547.1|tpiA|deaD|thrS|fadD|dnaJ|ACA98707.1|ACA98709.1|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|ACA98771.1|petB|ndhF|todF|pip|ftsH-4|ACA98918.1|ndhE|ndhG|ndhI|ndhA|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|ppib|sdhB|ACA99107.1|ctaCI|ctaDI|ctaEI|trmE|ACA99172.1|ACA99173.1|ppa|rimM|prmA|ACA99265.1|map|bioF|ACA99398.1|ACA99416.1|rplI|ACA99524.1|pgk|ACA99596.1|ACA99616.1|rbpA|glnA|degQ|envM|ACA99727.1|rpsU|ybeY|ACA99779.1|ndhD4|ACA99836.1|ACA99891.1|petC|proC|ACA99930.1|tsf|rpsB|ndhD2|ACA99963.1|ACA99965.1|ACA99966.1|ndhD1|ACA99988.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|accC|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00202.1|ACB00259.1|ACB00272.1|petF-4|ndhD|map-2|def|fabG|lepA|accA|rfaG-2|pqqL-2|hyuA|ACB00497.1|sll1284|ndhH|rnc-2|ndhB|fabD|ACB00567.1|ACB00570.1|ACB00586.1|ACB00601.1|ACB00646.1|infC|ACB00679.1|coaE|ndhC|ndhK|ndhJ|ACB00725.1|fcl|ACB00805.1|ACB00834.1|ACB00835.1","163300","5275|5695|5629|5551|5536|5530|5545|3637|3889|3907|3760|4159|4174|4078|2332|2314|2179|2557|2542|1273|1540|982|844|6232|6214|6037|5476|5377|4456|4438|4345|4555|1846|1762|3208|3064|418|403|484|466|463|472|469|457|454|460|433|424|421|1474|1447|1393|5008|4969|4921|5842|3664|3304|3292|3283|3280|3286|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2092|2089|2221|2449|2422|2437|637|634|628|826|727|1249|1117|1078|1072|4798|4681|4216|3139|2260|1435|1345|1339|1330|1672|1534|5914|5881|6313|6124|3475|4468|1753|1747|1732|1855|1771|1780|2851|2821|2812|2818|2491|2485|532|535|523|715|709|712|703|706|682|676|661|1075|5065|5056|5167|5170|5680|3562|3529|3724|3727|4228|4180|4057|2338|2176|2530|2428|1591|1567|967|973|958|925|829|1171|1150|5755|6235|5374|4429|4435|4366|4723|4729|4711|4702|2779|2743|3124|3103","3.95E-24","","GO:0008152","2.1202040356262803","0"
"54","43","UniProt Keywords","","Ribonucleoprotein","1.02E-21","rpsF|rplU|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|ffh|rpsU|rpsB|rpsJ|rpsG|rpsL|rpsD|rplT|rpmI","163300","6232|5377|3508|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|1360|5881|1780|715|703|706|676|5167|5170","4.75E-24","","KW-0687","2.099139982823808","0"
"52","42","KEGG Pathways","","Ribosome","1.13E-21","rpsF|rplU|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|rpsB|rpsJ|rpsG|rpsL|rpsD|rplT|rpmI","163300","6232|5377|3508|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1780|715|703|706|676|5167|5170","1.17E-23","","syp03010","2.094692155651658","0"
"53","42","UniProt Keywords","","Ribosomal protein","2.09E-21","rpsF|rplU|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|rpsB|rpsJ|rpsG|rpsL|rpsD|rplT|rpmI","163300","6232|5377|3508|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1780|715|703|706|676|5167|5170","1.96E-23","","KW-0689","2.0679853713888945","0"
