"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"1011","9","COMPARTMENTS","","Intracellular","0.0261","trpB|gloA|trpA|trpE|pabB|trpC|ACA99608.1|trpD|trpF","253919","2890|1681|5761|3691|2326|6481|1438|6382|3754","9.97E-5","","GOCC:0005622","0.1583359492661719","0"
"2","2","InterPro Domains","","Glycosyl transferase, family 3","0.0318","ACA99608.1|trpD","253919","1438|6382","5.37E-5","","IPR000312","0.14975728800155674","0"
"3","2","InterPro Domains","","ADC synthase","0.0318","trpE|pabB","253919","3691|2326","8.94E-5","","IPR005801","0.14975728800155674","0"
"2","2","InterPro Domains","","Anthranilate phosphoribosyl transferase","0.0318","ACA99608.1|trpD","253919","1438|6382","5.37E-5","","IPR005940","0.14975728800155674","0"
"2","2","InterPro Domains","","Anthranilate synthase component I, N-terminal","0.0318","trpE|pabB","253919","3691|2326","5.37E-5","","IPR006805","0.14975728800155674","0"
"3","2","InterPro Domains","","Chorismate-utilising enzyme, C-terminal","0.0318","trpE|pabB","253919","3691|2326","8.94E-5","","IPR015890","0.14975728800155674","0"
"2","2","InterPro Domains","","Glycosyl transferase family 3, N-terminal domain","0.0318","ACA99608.1|trpD","253919","1438|6382","5.37E-5","","IPR017459","0.14975728800155674","0"
"2","2","InterPro Domains","","Anthranilate synthase component I-like","0.0318","trpE|pabB","253919","3691|2326","5.37E-5","","IPR019999","0.14975728800155674","0"
"2","2","InterPro Domains","","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain superfamily","0.0318","ACA99608.1|trpD","253919","1438|6382","5.37E-5","","IPR035902","0.14975728800155674","0"
"2","2","InterPro Domains","","Glycosyl transferase family 3, N-terminal domain superfamily","0.0318","ACA99608.1|trpD","253919","1438|6382","5.37E-5","","IPR036320","0.14975728800155674","0"
"19","2","KEGG Pathways","","Glycine, serine and threonine metabolism","0.0355","trpB|trpA","253919","2890|5761","0.0018","","syp00260","0.1449771646944906","0"
