"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"6","3","STRING Clusters","","Pentose phosphate pathway","8.88E-5","ACA99298.1|tal|talC","163300","6166|3850|847","1.24E-6","","CL:3334","0.4051587034221399","0"
"7","3","UniProt Keywords","","Schiff base","3.8E-4","deoC|tal|talC","163300","1441|3850|847","1.76E-6","","KW-0704","0.342021640338319","0"
"168","6","GO Biological Process","","Organophosphate metabolic process","7.0E-4","pfkA|deoC|pgi|zwf|tal|talC","163300","4249|1441|3451|3877|3850|847","1.25E-6","","GO:0019637","0.3154901959985743","0"
"8","3","GO Biological Process","","Glucose metabolic process","9.0E-4","pgi|ACA99298.1|zwf","163300","3451|6166|3877","2.42E-6","","GO:0006006","0.30457574905606755","0"
"8","3","GO Biological Process","","Pentose-phosphate shunt","9.0E-4","zwf|tal|talC","163300","3877|3850|847","2.42E-6","","GO:0006098","0.30457574905606755","0"
"194","6","GO Biological Process","","Carbohydrate derivative metabolic process","9.0E-4","pfkA|deoC|pgi|zwf|tal|talC","163300","4249|1441|3451|3877|3850|847","2.87E-6","","GO:1901135","0.30457574905606755","0"
"122","5","GO Biological Process","","Generation of precursor metabolites and energy","9.1E-4","pfkA|pgi|zwf|tal|talC","163300","4249|3451|3877|3850|847","8.45E-6","","GO:0006091","0.30409586076789064","0"
"13","3","GO Biological Process","","Carbohydrate catabolic process","9.1E-4","pfkA|deoC|pgi","163300","4249|1441|3451","8.16E-6","","GO:0016052","0.30409586076789064","0"
"261","6","GO Biological Process","","Phosphate-containing compound metabolic process","0.0014","pfkA|deoC|pgi|zwf|tal|talC","163300","4249|1441|3451|3877|3850|847","1.59E-5","","GO:0006796","0.2853871964321762","0"
"3","2","UniProt Keywords","","Pentose shunt","0.0074","tal|talC","163300","3850|847","6.96E-5","","KW-0570","0.21307682802690237","0"
"4","2","GO Biological Process","","Gluconeogenesis","0.0077","pgi|ACA99298.1","163300","3451|6166","1.0E-4","","GO:0006094","0.2113509274827518","0"
"12","2","Reactome Pathways","","Innate Immune System","0.01","deoC|pgi","163300","1441|3451","6.3E-4","","MAP-168249","0.2","0"
"16","2","Reactome Pathways","","Immune System","0.01","deoC|pgi","163300","1441|3451","0.001","","MAP-168256","0.2","0"
"229","5","UniProt Keywords","","Cytoplasm","0.012","pfkA|deoC|pgi|tal|talC","163300","4249|1441|3451|3850|847","1.7E-4","","KW-0963","0.19208187539523752","0"
"15","2","KEGG Pathways","","Fructose and mannose metabolism","0.0129","pfkA|ACA99298.1","163300","4249|6166","9.3E-4","","syp00051","0.1889410289700751","0"
"7","2","STRING Clusters","","Glycolysis","0.0161","pfkA|pgi","163300","4249|3451","2.5E-4","","CL:3321","0.17931741239681503","0"
"8","2","UniProt Keywords","","Glycolysis","0.0166","pfkA|pgi","163300","4249|3451","3.1E-4","","KW-0324","0.1779891911959945","0"
"2","2","Pfam","","Transaldolase/Fructose-6-phosphate aldolase","0.0176","tal|talC","163300","3850|847","4.18E-5","","PF00923","0.175448733218585","0"
"931","8","GO Cellular Component","","Cytoplasm","0.0205","pfkA|ACA98460.1|deoC|pgi|ACA99298.1|zwf|tal|talC","163300","4249|6205|1441|3451|6166|3877|3850|847","1.4E-4","","GO:0005737","0.16882461389442455","0"
"21","2","KEGG Pathways","","Methane metabolism","0.0207","pfkA|ACA99298.1","163300","4249|6166","0.0017","","syp00680","0.16840296545430822","0"
"90","3","KEGG Pathways","","Biosynthesis of amino acids","0.0207","pfkA|tal|talC","163300","4249|3850|847","0.0017","","syp01230","0.16840296545430822","0"
"9","2","GO Biological Process","","Glycolytic process","0.0222","pfkA|pgi","163300","4249|3451","3.8E-4","","GO:0006096","0.16536470255493613","0"
"2","2","GO Molecular Function","","Transaldolase activity","0.0251","tal|talC","163300","3850|847","4.18E-5","","GO:0004801","0.16003262785189618","0"
"15","2","UniProt Keywords","","Carbohydrate metabolism","0.0398","ACA99298.1|zwf","163300","6166|3877","9.3E-4","","KW-0119","0.1400116927926312","0"
"2","2","InterPro Domains","","Transaldolase/Fructose-6-phosphate aldolase","0.0496","tal|talC","163300","3850|847","4.18E-5","","IPR001585","0.13045183235098026","0"
"2","2","InterPro Domains","","Transaldolase, active site","0.0496","tal|talC","163300","3850|847","4.18E-5","","IPR018225","0.13045183235098026","0"
