"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"50","35","InterPro Domains","","CheY-like superfamily","3.04E-35","ACA98062.1|ACA98063.1|ACA98066.1|ACA98162.1|ACA98231.1|ACA98305.1|rpaB|ACA98503.1|ACA98615.1|ACA98694.1|ACA98855.1|ACA98871.1|ACA98904.1|ACA98910.1|ACA98941.1|ACA98943.1|ACA98982.1|ACA98999.1|ACA99222.1|ACA99259.1|rpaA|ACA99350.1|ACA99371.1|ACA99378.1|ACA99629.1|ACA99924.1|ACB00020.1|ACB00097.1|ACB00342.1|ACB00482.1|ACB00501.1|cheY|ACB00727.1|ACB00784.1|ACB00804.1","163300","5692|5683|5659|3739|3031|2548|5440|5371|1891|3097|4987|4930|3673|3652|3268|3256|3403|4516|853|1168|6139|5269|5689|5632|1276|1894|583|1120|4066|1633|1531|1024|4687|2887|2764","2.56E-38","","IPR011006","3.451712641639125","0"
"47","34","InterPro Domains","","Signal transduction response regulator, receiver domain","1.07E-34","ACA98062.1|ACA98063.1|ACA98066.1|ACA98162.1|ACA98231.1|ACA98305.1|rpaB|ACA98503.1|ACA98615.1|ACA98694.1|ACA98855.1|ACA98871.1|ACA98904.1|ACA98910.1|ACA98941.1|ACA98943.1|ACA98982.1|ACA98999.1|ACA99222.1|ACA99259.1|rpaA|ACA99350.1|ACA99371.1|ACA99378.1|ACA99629.1|ACA99924.1|ACB00020.1|ACB00097.1|ACB00342.1|ACB00482.1|ACB00501.1|cheY|ACB00784.1|ACB00804.1","163300","5692|5683|5659|3739|3031|2548|5440|5371|1891|3097|4987|4930|3673|3652|3268|3256|3403|4516|853|1168|6139|5269|5689|5632|1276|1894|583|1120|4066|1633|1531|1024|2887|2764","1.81E-37","","IPR001789","3.3970616222314787","0"
"42","32","STRING Clusters","","His Kinase A (phosphoacceptor) domain, and Transcriptional regulatory protein WalR-like","9.72E-34","ACA98063.1|ACA98162.1|ACA98305.1|rpaB|ACA98503.1|ACA98694.1|ACA98838.1|ACA98855.1|ACA98871.1|ACA98904.1|ACA98941.1|ACA98982.1|ACA98999.1|ACA99222.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99924.1|ACA99941.1|ACB00020.1|ACB00084.1|ACB00097.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00501.1|ACB00552.1|ACB00621.1|ACB00645.1|ACB00784.1|ACB00804.1","163300","5683|3739|2548|5440|5371|3097|5023|4987|4930|3673|3268|3403|4516|853|5269|5188|5632|4807|1894|1795|583|1207|1120|3601|4072|1633|1531|721|6085|5395|2887|2764","1.35E-35","","CL:1673","3.3012333735073724","0"
"60","33","UniProt Keywords","","Phosphoprotein","5.42E-31","ACA98062.1|ACA98063.1|ACA98066.1|ACA98162.1|ACA98231.1|ACA98305.1|rpaB|ACA98503.1|ACA98615.1|ACA98694.1|ACA98855.1|ACA98871.1|ACA98904.1|ACA98910.1|ACA98941.1|ACA98943.1|ACA98982.1|ACA98999.1|ACA99222.1|ACA99259.1|rpaA|ACA99350.1|ACA99371.1|ACA99629.1|ACA99924.1|ACB00020.1|ACB00097.1|ACB00342.1|ACB00482.1|ACB00501.1|cheY|ACB00784.1|ACB00804.1","163300","5692|5683|5659|3739|3031|2548|5440|5371|1891|3097|4987|4930|3673|3652|3268|3256|3403|4516|853|1168|6139|5269|5689|1276|1894|583|1120|4066|1633|1531|1024|2887|2764","2.53E-33","","KW-0597","3.026600071346161","0"
"37","28","GO Molecular Function","","Phosphorelay sensor kinase activity","4.99E-28","ACA98062.1|ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99924.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00564.1|ACB00645.1|ACB00727.1|ACB00804.1","163300","5692|5659|3739|2548|6262|3097|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1894|1795|1207|3601|4072|1633|721|1201|5395|4687|2764","8.33E-31","","GO:0000155","2.730189945437661","0"
"57","30","GO Molecular Function","","Protein kinase activity","1.95E-27","ACA98062.1|ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|pmgA|ACA98694.1|pknC|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99924.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00564.1|ACB00645.1|ACB00727.1|ACB00804.1","163300","5692|5659|3739|2548|6262|4834|3097|4891|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1894|1795|1207|3601|4072|1633|721|1201|5395|4687|2764","1.3E-29","","GO:0004672","2.670996538863748","0"
"36","26","STRING Clusters","","His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain","2.59E-26","ACA98063.1|ACA98162.1|ACA98305.1|ACA98503.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98941.1|ACA98999.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99924.1|ACA99941.1|ACB00020.1|ACB00097.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00501.1|ACB00552.1|ACB00621.1|ACB00645.1|ACB00784.1|ACB00804.1","163300","5683|3739|2548|5371|3097|5023|4930|3673|3268|4516|5269|5188|5632|1894|1795|583|1120|3601|4072|1633|1531|721|6085|5395|2887|2764","4.01E-28","","CL:1674","2.558670023591875","0"
"38","26","InterPro Domains","","Histidine kinase/HSP90-like ATPase superfamily","4.41E-25","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|pmgA|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00100.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","5659|3739|2548|6262|4834|3097|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|1114|3601|4072|1633|721|6085|2764","1.12E-27","","IPR036890","2.4355561410532163","0"
"32","24","GO Biological Process","","Peptidyl-histidine phosphorylation","3.63E-24","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00645.1|ACB00804.1","163300","5659|3739|2548|6262|3097|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|3601|4072|1633|721|5395|2764","3.59E-26","","GO:0018106","2.344009337496389","0"
"34","24","SMART Domains","","Histidine kinase-like ATPases","4.93E-24","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|ACA98694.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00100.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","5659|3739|2548|6262|3097|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|1114|3601|4072|1633|721|6085|2764","1.03E-25","","SM00387","2.330715308072277","0"
"31","24","InterPro Domains","","Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily","6.18E-24","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","5659|3739|2548|6262|3097|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|3601|4072|1633|721|6085|2764","2.08E-26","","IPR036097","2.3209011524911185","0"
"32","24","InterPro Domains","","Histidine kinase domain","8.52E-24","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","5659|3739|2548|6262|3097|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|3601|4072|1633|721|6085|2764","3.59E-26","","IPR005467","2.30695604052333","0"
"35","24","InterPro Domains","","Histidine kinase/HSP90-like ATPase","3.37E-23","ACA98066.1|ACA98162.1|ACA98305.1|pmgA|ACA98694.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00100.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","5659|3739|2548|4834|3097|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|1114|3601|4072|1633|721|6085|2764","1.7E-25","","IPR003594","2.2472370099128662","0"
"162","36","GO Molecular Function","","Transferase activity, transferring phosphorus-containing groups","3.45E-23","ACA98062.1|ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|pmgA|ACA98694.1|pknC|ACA98838.1|ACA98871.1|ACA98904.1|ACA98943.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99924.1|ACA99941.1|ACB00084.1|ACB00097.1|ACB00250.1|ACB00342.1|ACB00343.1|ACB00482.1|cheY|ACB00552.1|ACB00564.1|ACB00645.1|ACB00727.1|ACB00784.1|ACB00804.1|ACB00831.1","163300","5692|5659|3739|2548|6262|4834|3097|4891|5023|4930|3673|3256|4516|1168|5269|5188|5632|4807|3916|1276|1894|1795|1207|1120|3601|4066|4072|1633|1024|721|1201|5395|4687|2887|2764|3133","4.03E-25","","GO:0016772","2.2462180904926727","0"
"47","25","GO Biological Process","","Protein phosphorylation","1.36E-22","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|ACA98694.1|pknC|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00645.1|ACB00804.1","163300","5659|3739|2548|6262|3097|4891|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|3601|4072|1633|721|5395|2764","1.59E-24","","GO:0006468","2.1866461091629783","0"
"29","22","SMART Domains","","His Kinase A (phosphoacceptor) domain","1.61E-22","ACA98162.1|ACA98305.1|ACA98450.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","3739|2548|6262|3097|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1795|1207|3601|4072|1633|721|6085|2764","5.04E-24","","SM00388","2.179317412396815","0"
"29","22","InterPro Domains","","Signal transduction histidine kinase, dimerisation/phosphoacceptor domain","8.54E-22","ACA98162.1|ACA98305.1|ACA98450.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","3739|2548|6262|3097|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1795|1207|3601|4072|1633|721|6085|2764","5.04E-24","","IPR003661","2.1068542129310996","0"
"30","22","InterPro Domains","","Signal transduction histidine kinase-related protein, C-terminal","1.28E-21","ACA98066.1|ACA98162.1|ACA98305.1|ACA98694.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","5659|3739|2548|3097|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|3601|4072|1633|721|6085|2764","8.6E-24","","IPR004358","2.0892790030352133","0"
"27","21","STRING Clusters","","His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain","2.6E-21","ACA98063.1|ACA98162.1|ACA98305.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99350.1|ACA99378.1|ACA99924.1|ACB00097.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00501.1|ACB00552.1|ACB00621.1|ACB00645.1|ACB00784.1|ACB00804.1","163300","5683|3739|2548|3097|5023|4930|3673|4516|5269|5632|1894|1120|3601|4072|1633|1531|721|6085|5395|2887|2764","4.42E-23","","CL:1676","2.0585026652029184","0"
"109","26","GO Biological Process","","Phosphorylation","2.07E-16","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|pmgA|ACA98694.1|pknC|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00645.1|ACB00804.1","163300","5659|3739|2548|6262|4834|3097|4891|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|3601|4072|1633|721|5395|2764","2.98E-18","","GO:0016310","1.5684029654543081","0"
"21","16","STRING Clusters","","His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain","8.37E-16","ACA98063.1|ACA98162.1|ACA98694.1|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99378.1|ACA99924.1|ACB00097.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00501.1|ACB00621.1|ACB00804.1","163300","5683|3739|3097|5023|4930|3673|4516|5632|1894|1120|3601|4072|1633|1531|6085|2764","1.55E-17","","CL:1678","1.507727454200674","0"
"52","20","KEGG Pathways","","Two-component system","2.3E-15","ACA98062.1|ACA98063.1|ACA98064.1|ACA98065.1|ACA98066.1|rpaB|ACA98855.1|ACA98904.1|ACA98982.1|ACA99222.1|rpaA|ACA99359.1|ACA99368.1|ACA99371.1|ACA99396.1|ACA99629.1|ACA99924.1|ACB00084.1|cheY|ACB00784.1","163300","5692|5683|5644|5638|5659|5440|4987|3673|3403|853|6139|5188|5698|5689|4807|1276|1894|1207|1024|2887","2.37E-17","","syp02020","1.4638272163982406","0"
